NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GSE39820_CTRL_VS_TGFBETA1_IL6_CD4_TCELL_DN	200	175		
GSE39820_CTRL_VS_TGFBETA1_IL6_CD4_TCELL_UP	199	173		
GSE39820_CTRL_VS_TGFBETA1_IL6_IL23A_CD4_TCELL_DN	199	168		
GSE39820_CTRL_VS_TGFBETA1_IL6_IL23A_CD4_TCELL_UP	199	175		
GSE39820_CTRL_VS_TGFBETA3_IL6_CD4_TCELL_DN	200	177		
GSE39820_CTRL_VS_TGFBETA3_IL6_CD4_TCELL_UP	200	174		
GSE39820_CTRL_VS_TGFBETA3_IL6_IL23A_CD4_TCELL_DN	199	168		
GSE39820_CTRL_VS_TGFBETA3_IL6_IL23A_CD4_TCELL_UP	200	179		
GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_DN	200	161		
GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_UP	199	161		
GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_DN	200	156		
GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_UP	200	191		
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_IL23A_TREATED_CD4_TCELL_DN	200	154		
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_IL23A_TREATED_CD4_TCELL_UP	200	171		
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_DN	199	150		
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP	200	188		
GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_DN	200	158		
GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_UP	199	170		
GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	200	156		
GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	200	170		
GSE3982_BASOPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	196	154		
GSE3982_BASOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	200	173		
GSE3982_BASOPHIL_VS_NKCELL_DN	198	149		
GSE3982_BASOPHIL_VS_NKCELL_UP	198	158		
GSE3982_BASOPHIL_VS_TH1_DN	199	165		
GSE3982_BASOPHIL_VS_TH1_UP	199	173		
GSE3982_BASOPHIL_VS_TH2_DN	199	167		
GSE3982_BASOPHIL_VS_TH2_UP	200	170		
GSE3982_BCELL_VS_BASOPHIL_DN	200	158		
GSE3982_BCELL_VS_BASOPHIL_UP	199	159		
GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_DN	198	148		
GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_UP	198	179		
GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_DN	196	150		
GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_UP	198	179		
GSE3982_BCELL_VS_NKCELL_DN	197	150		
GSE3982_BCELL_VS_NKCELL_UP	197	175		
GSE3982_BCELL_VS_TH1_DN	198	173		
GSE3982_BCELL_VS_TH1_UP	199	159		
GSE3982_BCELL_VS_TH2_DN	199	165		
GSE3982_BCELL_VS_TH2_UP	197	160		
GSE3982_CENT_MEMORY_CD4_TCELL_VS_NKCELL_DN	199	165		
GSE3982_CENT_MEMORY_CD4_TCELL_VS_NKCELL_UP	198	157		
GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_DN	200	176		
GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_UP	198	158		
GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_DN	200	171		
GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_UP	198	166		
GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_DN	199	170		
GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_UP	199	170		
GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_DN	198	158		
GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_UP	198	162		
GSE3982_CTRL_VS_LPS_48H_DC_DN	200	166		
GSE3982_CTRL_VS_LPS_48H_DC_UP	200	161		
GSE3982_CTRL_VS_LPS_4H_MAC_DN	199	179		
GSE3982_CTRL_VS_LPS_4H_MAC_UP	200	168		
GSE3982_CTRL_VS_PMA_STIM_EOSINOPHIL_DN	200	147		
GSE3982_CTRL_VS_PMA_STIM_EOSINOPHIL_UP	197	168		
GSE3982_DC_VS_BASOPHIL_DN	199	172		
GSE3982_DC_VS_BASOPHIL_UP	200	172		
GSE3982_DC_VS_BCELL_DN	197	163		
GSE3982_DC_VS_BCELL_UP	200	180		
GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_DN	200	163		
GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_UP	200	182		
GSE3982_DC_VS_EFF_MEMORY_CD4_TCELL_DN	197	155		
GSE3982_DC_VS_EFF_MEMORY_CD4_TCELL_UP	199	178		
GSE3982_DC_VS_MAC_DN	200	164		
GSE3982_DC_VS_MAC_LPS_STIM_DN	199	159		
GSE3982_DC_VS_MAC_LPS_STIM_UP	200	163		
GSE3982_DC_VS_MAC_UP	200	149		
GSE3982_DC_VS_NEUTROPHIL_DN	197	169		
GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_DN	194	149		
GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_UP	199	168		
GSE3982_DC_VS_NEUTROPHIL_UP	200	176		
GSE3982_DC_VS_NKCELL_DN	197	149		
GSE3982_DC_VS_NKCELL_UP	200	176		
GSE3982_DC_VS_TH1_DN	199	168		
GSE3982_DC_VS_TH1_UP	200	177		
GSE3982_DC_VS_TH2_DN	199	167		
GSE3982_DC_VS_TH2_UP	200	170		
GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_DN	198	163		
GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_UP	198	154		
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_DN	199	163		
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_UP	198	160		
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_DN	200	173		
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_UP	198	159		
GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_DN	198	153		
GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_UP	196	150		
GSE3982_EOSINOPHIL_VS_BASOPHIL_DN	199	171		
GSE3982_EOSINOPHIL_VS_BASOPHIL_UP	196	165		
GSE3982_EOSINOPHIL_VS_BCELL_DN	198	172		
GSE3982_EOSINOPHIL_VS_BCELL_UP	199	159		
GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	198	162		
GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	200	173		
GSE3982_EOSINOPHIL_VS_DC_DN	200	178		
GSE3982_EOSINOPHIL_VS_DC_UP	199	161		
GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	198	165		
GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	200	169		
GSE3982_EOSINOPHIL_VS_MAC_DN	199	171		
GSE3982_EOSINOPHIL_VS_MAC_UP	197	161		
GSE3982_EOSINOPHIL_VS_MAST_CELL_DN	198	159		
GSE3982_EOSINOPHIL_VS_MAST_CELL_UP	199	171		
GSE3982_EOSINOPHIL_VS_NEUTROPHIL_DN	196	161		
GSE3982_EOSINOPHIL_VS_NEUTROPHIL_UP	199	165		
GSE3982_EOSINOPHIL_VS_NKCELL_DN	198	161		
GSE3982_EOSINOPHIL_VS_NKCELL_UP	198	163		
GSE3982_EOSINOPHIL_VS_TH1_DN	200	167		
GSE3982_EOSINOPHIL_VS_TH1_UP	195	159		
GSE3982_EOSINOPHIL_VS_TH2_DN	198	172		
GSE3982_EOSINOPHIL_VS_TH2_UP	195	166		
GSE3982_MAC_VS_BASOPHIL_DN	198	161		
GSE3982_MAC_VS_BASOPHIL_UP	200	173		
GSE3982_MAC_VS_BCELL_DN	197	161		
GSE3982_MAC_VS_BCELL_UP	200	172		
GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_DN	198	148		
GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_UP	200	173		
GSE3982_MAC_VS_EFF_MEMORY_CD4_TCELL_DN	196	145		
GSE3982_MAC_VS_EFF_MEMORY_CD4_TCELL_UP	200	180		
GSE3982_MAC_VS_NEUTROPHIL_DN	195	154		
GSE3982_MAC_VS_NEUTROPHIL_LPS_STIM_DN	195	149		
GSE3982_MAC_VS_NEUTROPHIL_LPS_STIM_UP	200	176		
GSE3982_MAC_VS_NEUTROPHIL_UP	198	177		
GSE3982_MAC_VS_NKCELL_DN	198	154		
GSE3982_MAC_VS_NKCELL_UP	199	176		
GSE3982_MAC_VS_TH1_DN	199	168		
GSE3982_MAC_VS_TH1_UP	199	166		
GSE3982_MAC_VS_TH2_DN	200	170		
GSE3982_MAC_VS_TH2_UP	199	174		
GSE3982_MAST_CELL_VS_BASOPHIL_DN	199	174		
GSE3982_MAST_CELL_VS_BASOPHIL_UP	197	152		
GSE3982_MAST_CELL_VS_BCELL_DN	197	167		
GSE3982_MAST_CELL_VS_BCELL_UP	200	160		
GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_DN	198	155		
GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_UP	199	175		
GSE3982_MAST_CELL_VS_DC_DN	199	170		
GSE3982_MAST_CELL_VS_DC_UP	199	173		
GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_DN	195	143		
GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_UP	199	171		
GSE3982_MAST_CELL_VS_MAC_DN	195	171		
GSE3982_MAST_CELL_VS_MAC_UP	199	172		
GSE3982_MAST_CELL_VS_NEUTROPHIL_DN	197	159		
GSE3982_MAST_CELL_VS_NEUTROPHIL_UP	199	174		
GSE3982_MAST_CELL_VS_NKCELL_DN	199	156		
GSE3982_MAST_CELL_VS_NKCELL_UP	199	173		
GSE3982_MAST_CELL_VS_TH1_DN	198	175		
GSE3982_MAST_CELL_VS_TH1_UP	199	161		
GSE3982_MAST_CELL_VS_TH2_DN	200	173		
GSE3982_MAST_CELL_VS_TH2_UP	198	168		
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_DN	197	172		
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_UP	199	162		
GSE3982_MEMORY_CD4_TCELL_VS_TH1_DN	199	167		
GSE3982_MEMORY_CD4_TCELL_VS_TH1_UP	197	160		
GSE3982_MEMORY_CD4_TCELL_VS_TH2_DN	199	169		
GSE3982_MEMORY_CD4_TCELL_VS_TH2_UP	196	165		
GSE3982_NEUTROPHIL_VS_BASOPHIL_DN	200	176		
GSE3982_NEUTROPHIL_VS_BASOPHIL_UP	196	161		
GSE3982_NEUTROPHIL_VS_BCELL_DN	198	166		
GSE3982_NEUTROPHIL_VS_BCELL_UP	200	152		
GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	200	168		
GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	200	179		
GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	199	168		
GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	199	176		
GSE3982_NEUTROPHIL_VS_NKCELL_DN	199	156		
GSE3982_NEUTROPHIL_VS_NKCELL_UP	199	172		
GSE3982_NEUTROPHIL_VS_TH1_DN	199	167		
GSE3982_NEUTROPHIL_VS_TH1_UP	197	161		
GSE3982_NEUTROPHIL_VS_TH2_DN	198	166		
GSE3982_NEUTROPHIL_VS_TH2_UP	200	165		
GSE3982_NKCELL_VS_TH1_DN	200	174		
GSE3982_NKCELL_VS_TH1_UP	195	155		
GSE3982_NKCELL_VS_TH2_DN	200	172		
GSE3982_NKCELL_VS_TH2_UP	197	159		
GSE39864_WT_VS_GATA3_KO_TREG_DN	200	181		
GSE39864_WT_VS_GATA3_KO_TREG_UP	200	162		
GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN	200	171		
GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_UP	199	157		
GSE3994_WT_VS_PAC1_KO_ACTIVATED_MAST_CELL_DN	200	174		
GSE3994_WT_VS_PAC1_KO_ACTIVATED_MAST_CELL_UP	200	156		
GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_DN	200	184		
GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_UP	200	176		
GSE40068_CXCR5NEG_BCL6NEG_CD4_TCELL_VS_CXCR5POS_BCL6NEG_TFH_DN	200	171		
GSE40068_CXCR5NEG_BCL6NEG_CD4_TCELL_VS_CXCR5POS_BCL6NEG_TFH_UP	200	174		
GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_DN	200	173		
GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_UP	200	175		
GSE40184_HEALTHY_VS_HCV_INFECTED_DONOR_PBMC_DN	200	178		
GSE40184_HEALTHY_VS_HCV_INFECTED_DONOR_PBMC_UP	199	158		
GSE40225_WT_VS_RIP_B7X_DIABETIC_MOUSE_PANCREATIC_CD8_TCELL_DN	200	171		
GSE40225_WT_VS_RIP_B7X_DIABETIC_MOUSE_PANCREATIC_CD8_TCELL_UP	199	169		
GSE40273_EOS_KO_VS_WT_TREG_DN	200	181		
GSE40273_EOS_KO_VS_WT_TREG_UP	200	173		
GSE40273_GATA1_KO_VS_WT_TREG_DN	200	178		
GSE40273_GATA1_KO_VS_WT_TREG_UP	200	176		
GSE40273_XBP1_KO_VS_WT_TREG_DN	199	181		
GSE40273_XBP1_KO_VS_WT_TREG_UP	200	178		
GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	150	123		
GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	176	148		
GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	160	125		
GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	169	153		
GSE40274_CTRL_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	150	116		
GSE40274_CTRL_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	141	108		
GSE40274_CTRL_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	200	176		
GSE40274_CTRL_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	198	178		
GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	164	135		
GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	160	124		
GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	169	143		
GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	165	134		
GSE40274_CTRL_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	164	126		
GSE40274_CTRL_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	165	145		
GSE40274_CTRL_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	163	120		
GSE40274_CTRL_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	166	146		
GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	157	131		
GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	167	142		
GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	200	172		
GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	172		
GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	172	135		
GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	148	114		
GSE40274_CTRL_VS_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	179	155		
GSE40274_CTRL_VS_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	166	151		
GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	166	139		
GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	162	143		
GSE40274_CTRL_VS_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	170	147		
GSE40274_CTRL_VS_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	172	148		
GSE40274_CTRL_VS_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	172	141		
GSE40274_CTRL_VS_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	169	150		
GSE40274_CTRL_VS_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	165	142		
GSE40274_CTRL_VS_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	171	150		
GSE40274_EOS_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	121	82		
GSE40274_EOS_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	153	135		
GSE40274_FOXP3_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	200	172		
GSE40274_FOXP3_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	174		
GSE40274_FOXP3_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	199	170		
GSE40274_FOXP3_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	155		
GSE40274_FOXP3_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	143	112		
GSE40274_FOXP3_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	153	111		
GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	199	170		
GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	173		
GSE40274_FOXP3_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	200	168		
GSE40274_FOXP3_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	168		
GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	199	174		
GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	176		
GSE40274_FOXP3_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	180	159		
GSE40274_FOXP3_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	135	88		
GSE40274_FOXP3_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	158	141		
GSE40274_FOXP3_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	150	110		
GSE40274_GATA1_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	200	184		
GSE40274_GATA1_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	170		
GSE40274_HELIOS_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	199	164		
GSE40274_HELIOS_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	174		
GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	118	81		
GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	182	162		
GSE40274_LEF1_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	199	155		
GSE40274_LEF1_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	175		
GSE40274_SATB1_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	121	86		
GSE40274_SATB1_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	169	137		
GSE40274_XBP1_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	198	172		
GSE40274_XBP1_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	175		
GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_CTRL_CD4_TCELL_DN	199	179		
GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_CTRL_CD4_TCELL_UP	200	172		
GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_GATA1_AND_SATB1_TRANSDUCED_CD4_TCELL_DN	199	170		
GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_GATA1_AND_SATB1_TRANSDUCED_CD4_TCELL_UP	200	175		
GSE40277_GATA1_AND_SATB1_TRANSDUCED_VS_CTRL_CD4_TCELL_DN	199	173		
GSE40277_GATA1_AND_SATB1_TRANSDUCED_VS_CTRL_CD4_TCELL_UP	200	170		
GSE40441_NRP1_POS_INDUCED_TREG_VS_NRP1_NEG_NATURAL_TREG_DN	199	166		
GSE40441_NRP1_POS_INDUCED_TREG_VS_NRP1_NEG_NATURAL_TREG_UP	200	165		
GSE40443_INDUCED_VS_TOTAL_TREG_DN	200	174		
GSE40443_INDUCED_VS_TOTAL_TREG_UP	199	171		
GSE40493_BCL6_KO_VS_WT_TREG_DN	117	73		
GSE40493_BCL6_KO_VS_WT_TREG_UP	177	165		
GSE40655_FOXO1_KO_VS_WT_NTREG_DN	200	169		
GSE40655_FOXO1_KO_VS_WT_NTREG_UP	200	176		
GSE40666_NAIVE_VS_EFFECTOR_CD8_TCELL_DN	200	168		
GSE40666_NAIVE_VS_EFFECTOR_CD8_TCELL_UP	200	175		
GSE40666_NAIVE_VS_EFFECTOR_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	200	182		
GSE40666_NAIVE_VS_EFFECTOR_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	200	170		
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_DN	182	100		
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_UP	199	176		
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	184	114		
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	195	166		
GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_DN	199	178		
GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_UP	187	124		
GSE40666_UNTREATED_VS_IFNA_STIM_EFFECTOR_CD8_TCELL_90MIN_DN	199	168		
GSE40666_UNTREATED_VS_IFNA_STIM_EFFECTOR_CD8_TCELL_90MIN_UP	200	169		
GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_DN	198	174		
GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_UP	193	146		
GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN	199	174		
GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_UP	200	178		
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN	200	172		
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_UP	200	180		
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	200	175		
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	199	167		
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_DN	199	172		
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_UP	186	113		
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	200	178		
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	200	171		
GSE40685_NAIVE_CD4_TCELL_VS_FOXP3_KO_TREG_PRECURSOR_DN	195	160		
GSE40685_NAIVE_CD4_TCELL_VS_FOXP3_KO_TREG_PRECURSOR_UP	200	168		
GSE40685_NAIVE_CD4_TCELL_VS_TREG_DN	200	165		
GSE40685_NAIVE_CD4_TCELL_VS_TREG_UP	198	155		
GSE40685_TREG_VS_FOXP3_KO_TREG_PRECURSOR_DN	199	172		
GSE40685_TREG_VS_FOXP3_KO_TREG_PRECURSOR_UP	199	164		
GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_DN	200	182		
GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_UP	195	166		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_DN	199	169		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_UP	197	174		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_24H_DN	200	171		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_24H_UP	198	148		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_DN	197	166		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP	199	173		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_6H_DN	200	165		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_6H_UP	200	178		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_1H_DN	200	149		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_1H_UP	200	176		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_DN	199	168		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_UP	199	171		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	200	136		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_UP	198	140		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN	200	133		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_UP	200	165		
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN	200	151		
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_UP	198	161		
