	baseMean	log2FoldChange	lfcSE	pvalue	padj
CSRNP1	9560.5697325915	0.690568750693928	0.0790116771291892	8.23472430109066e-20	5.46573184578198e-18
PPP4R2	2681.16956119916	0.690357849791302	0.0849474611271709	1.5888204832882e-17	7.85855054426394e-16
AMPD3	4853.91908205312	0.688849331870179	0.113850449405511	5.7737405335259e-11	1.18327176511782e-09
EIF2AK2	1385.87646740725	0.68878143407341	0.206551706372324	3.67194822568826e-05	0.000264884163745848
AC003101.2	34.5782719357995	0.688315849345631	0.149112110988531	1.71433086665489e-07	1.93920131458444e-06
HDX	198.908782584091	0.688312511073062	0.149488603962808	1.81421705830874e-07	2.04620938271734e-06
AP003680.1	14.2741439439558	0.688260571981885	0.321131763105612	0.0012052301302024	0.00598138329933541
MAP3K5	4491.18809396441	0.687228119152247	0.0811851055665183	9.26279447686366e-19	5.32377818871359e-17
RASSF8	97.9190773611193	0.68700993432664	0.18138390969985	6.7831465472979e-06	5.70605164992648e-05
EFNB2	32.9692801857876	0.685997616752691	0.189170414046386	1.27624454922288e-05	0.00010146834561364
PARP12	1140.44706693968	0.685849095639142	0.186066856875544	1.01508061103889e-05	8.22295222548667e-05
TIFA	363.852576056491	0.685723468893194	0.135436843080306	1.77943384631032e-08	2.40720781207634e-07
TPD52L1	5.93993891717781	0.684203971024757	0.360041198066877	0.00217463151885623	0.00996552742360483
HSF2BP	18.3348898008414	0.682915903296828	0.256559874261345	0.000310908898984791	0.00180407825874536
LINC01137	151.851434543957	0.682124350752785	0.130489948246573	7.44141061285852e-09	1.0714798094484e-07
SP110	580.435933724938	0.68181759961114	0.170304441280949	2.84410481851184e-06	2.5689333075373e-05
SERPINE2	24.9022767364371	0.68081257036659	0.352751970986383	0.00204676695169273	0.00944054624479479
RADIL	9.23053543543943	0.680722690974779	0.28723515788241	0.000691435490717672	0.00366674656108423
RUBCN	797.206102030586	0.680633345599153	0.137425996757051	3.24187252662121e-08	4.17687971870745e-07
LINC01151	5.02173125881763	0.680605872845599	0.28848055789919	0.000711076633672279	0.00375156738831816
LMLN	46.6845348120691	0.680604713927009	0.144047848047941	1.03342441337049e-07	1.21925118861877e-06
MIS18A	42.1660139920307	0.680141943538957	0.120286544400102	6.64423696119039e-10	1.14988398823981e-08
AC009435.1	2.78347188880522	0.679775612913581	0.321993237429278	0.00133148596926756	0.00652928498084651
NRCAM	23.9169649806778	0.679043657190924	0.276509117445459	0.000553585863560079	0.00301417907610802
TNFSF10	957.526663137021	0.678800803969994	0.243786566601815	0.000220655769818916	0.00133066035163951
AL133523.1	120.389141421263	0.677930682614266	0.167855316435738	2.4828848373445e-06	2.27158018733661e-05
AC105760.2	86.4651413654595	0.677832810489693	0.300745627119349	0.000938540563548284	0.00478834878144545
AC134043.1	12.5728013948786	0.677471905028463	0.233971270138097	0.000158860840353974	0.000992024476820443
ATP9A	121.393088763392	0.676318539040255	0.177840147038518	6.60964853186781e-06	5.58292808668768e-05
AP003557.1	59.416562045668	0.67504631080333	0.183566984525066	1.08723440557816e-05	8.77635744573409e-05
RHOF	147.063629952111	0.674375830128966	0.131887304543867	1.4256367184252e-08	1.95429054752278e-07
TMPOP2	7.61864579518336	0.67424666184449	0.223226285041998	0.000108851656248289	0.000706762915419626
IMPG1	3.12517640384186	0.672125447014453	0.321560395568388	0.00142844243735888	0.00693689676447873
ZNF674-AS1	352.726124026788	0.671112576152557	0.143705245420719	1.40765122696147e-07	1.61809115340554e-06
AC091173.1	588.691648315138	0.670977228275677	0.16093611522465	1.44927219491566e-06	1.38441154515249e-05
SUGT1P1	7.75353445479124	0.670753509811649	0.212579441711437	7.11930079432764e-05	0.000482181478420295
AC107032.2	47.0594692528138	0.668618386392064	0.147772310092602	2.87409681089675e-07	3.13393831377909e-06
AC009630.1	66.8633624178717	0.668607921318061	0.174648957774185	6.13560690802755e-06	5.21678709667665e-05
NECAP1	4.88705713135084	0.668181730236266	0.339041123436823	0.00192004096114009	0.00892203315637276
HLA-DRB9	23.2850477740653	0.66758456355179	0.254789512628872	0.000364306236204822	0.00207128077263068
AGBL2	10.9140862722846	0.666377024042395	0.164483123519774	2.45654839235122e-06	2.25048707573547e-05
AZIN2	14.8803798949675	0.664428670742066	0.202879194269489	4.86145782123421e-05	0.000342801083378051
BEND6	5.99131819156321	0.662640948487181	0.28069184666218	0.000742420742467814	0.00389297889832256
TSC22D1	764.241227868406	0.661821085638032	0.136612481076171	6.12914895244801e-08	7.56970996359049e-07
ZSCAN31	19.5192611738326	0.661571150776406	0.243948873413759	0.000285762485080066	0.00167756031184235
HS3ST3A1	31.1513497779528	0.661320972338782	0.250230512592997	0.000347893202416362	0.00199283144012223
LYRM1	480.071061458726	0.660364049406008	0.0686765073208595	2.76356047883446e-23	2.70776287678561e-21
OTUD7B	54.0238081739762	0.659901109234035	0.119456758891663	1.55579681196514e-09	2.52461160906898e-08
SP140	273.907020861887	0.65979631708644	0.212605168808748	8.72524200024262e-05	0.000578012168052132
HAS1	18.7279908254192	0.65975144614118	0.316387598686859	0.00149266353337027	0.00719443543280083
CEP83-AS1	12.584099270822	0.659518382983496	0.172360356497744	6.39491618525352e-06	5.41488870073154e-05
AC242843.1	29.4595543244804	0.657477030984755	0.203970126172289	5.92159812922047e-05	0.000409693352746605
ZXDA	43.8116229586654	0.655827396162747	0.13020022478488	2.32652612262716e-08	3.07651680585967e-07
ABCC2	16.372575756837	0.655234793857043	0.18134978099793	1.49017425744884e-05	0.000116806954366732
LINC01348	41.9307159958841	0.655025969504497	0.236871398083597	0.000249659646369635	0.00148726024426798
PSD	121.339185423532	0.654921531715927	0.124999262004018	7.88315462778484e-09	1.12641520570348e-07
AC138123.1	42.4515913910077	0.654855977633547	0.1550409776057	1.21604617567585e-06	1.18304331492701e-05
LINC01033	44.4261369708938	0.653930803835719	0.197411269303137	4.42656965685407e-05	0.000314941553455842
STPG1	22.9841181618662	0.652725030010536	0.18638703053146	2.27102241477777e-05	0.000170907108390975
AK4	740.839839390701	0.65253558066304	0.143774611855315	2.88534862328649e-07	3.14287629818649e-06
IGLV3-19	7.91224815419183	0.649904192677211	0.295391689524545	0.00115590807694368	0.00576161932926193
AC027644.1	20.4804259511234	0.648202283991658	0.193628416751983	3.99921670074016e-05	0.000286617495069416
AL049757.1	56.8705233025183	0.64739622225418	0.218319302404308	0.000140381192363846	0.000888490745640881
UBE2D1	1962.07056450684	0.647089721207557	0.0786101477405011	8.32450533863458e-18	4.28212554619363e-16
KIAA1549L	6.15748335650753	0.646907108284271	0.266151039319094	0.000645914521454082	0.00344934783115473
AC024597.1	26.3850905775008	0.645020010236755	0.290832242301857	0.00112101666704615	0.00560399391184199
PCED1B	130.198950353113	0.644581697403435	0.134894580434887	9.29124374463245e-08	1.1102011108569e-06
ERN1	4293.28210635097	0.644117236307973	0.0882129784942385	1.34217445645957e-14	4.62450389305318e-13
AC012640.4	14.7904977288494	0.643990362188496	0.240152683524379	0.000328190791180105	0.00188943864558529
LINC01960	80.1069877123799	0.643767522487153	0.159587455407792	2.90199575691234e-06	2.61548246580062e-05
RET	31.4614279275294	0.643244605566259	0.168032517207719	6.77663276026372e-06	5.70523713891924e-05
DENND4A	1794.76218004081	0.64138206187042	0.103829618548702	3.28134665546698e-11	6.98933631292842e-10
C3orf67	10.2477848856617	0.640764104177756	0.305116197238257	0.00151573764280585	0.00729027997624432
AC027612.1	17.9751172445889	0.640008090627655	0.182821169030845	2.39270276897017e-05	0.000179156667301056
FAM122C	102.496907264712	0.639464616718607	0.116559558659695	2.15691938721493e-09	3.43770513643178e-08
PGAM1P5	9.85776771721554	0.639464034697953	0.230225389858598	0.000252735894221389	0.0015029750749998
EFCAB9	15.3844829669053	0.639055279787916	0.24139464975292	0.000366890885354269	0.00208309791861187
ADORA2B	1192.55185461121	0.638931522755796	0.159025491951688	3.1731306778145e-06	2.83624399768511e-05
PLEKHA8P1	41.0065289134688	0.63862006321471	0.132542773684429	7.84390547828476e-08	9.52189965316739e-07
AC104123.1	83.3594527772064	0.638450077521788	0.140017104778606	2.79063061834704e-07	3.04777152882743e-06
MIR222HG	3499.93888854113	0.63719229539493	0.11635763199501	2.31329679240901e-09	3.64738657475922e-08
AK8	35.7230117523848	0.636589871218404	0.238868434949497	0.000351820269891332	0.00201308505931147
CYP27B1	19.9109548586369	0.635735566038604	0.244958262526287	0.000428305009927933	0.00239608588479531
AL359232.1	10.8647098478737	0.635035522939422	0.278932069171434	0.000994707271771703	0.00503124307374006
AC107983.2	10.9341433631024	0.634934014868286	0.260133101664505	0.000651144997515685	0.0034745745510588
AC037459.2	14.1540749886423	0.634910060398293	0.209685085121421	0.000120466765805422	0.000774843442704706
AP002847.1	6.54962752583875	0.634786996492916	0.30847387262534	0.00170652528810689	0.00807391683791384
AC005077.2	14.4823007339388	0.634769551376405	0.196901435580281	6.39882313075505e-05	0.000438435513614438
HIVEP2	8808.15848528046	0.633689506161691	0.141131804341363	3.97731200499687e-07	4.22494433736787e-06
POU1F1	8.07951656279001	0.633569598688485	0.247521425457517	0.000475380363679223	0.00263224606110433
LGALSL	18.170733919489	0.632655633134256	0.191018895476213	4.78781799367781e-05	0.000337955893783583
OAS1	190.726506862145	0.632505737755417	0.233452368365917	0.000314393733602634	0.0018217306287265
SMS	1165.80418536954	0.63189335602146	0.0896198056470843	9.17841248906842e-14	2.78958663774109e-12
RNF19B	2138.70338581567	0.631684234799189	0.093000966415469	5.75727800609123e-13	1.58583336349844e-11
CDC14B	16.6509752084062	0.630396791364396	0.2073860975964	0.000117923616138802	0.000759911157429372
SLC37A3	297.984939860913	0.629671070190726	0.103629587042727	6.68286979179903e-11	1.35341268539426e-09
HCAR3	835.613252031444	0.629555023645561	0.151062991198028	1.74746488031345e-06	1.64935033840961e-05
MED12L	23.8392812533906	0.629221929811429	0.222141518845171	0.000222450463197321	0.00134069734351145
ZNF267	6314.28599207671	0.627179482870701	0.0803643537618612	3.12003544713266e-16	1.31016019102452e-14
RUNX2	536.084102087161	0.626612292701025	0.115242332637035	3.06833765156751e-09	4.70798773442604e-08
LINC02356	129.713350005032	0.625261949159892	0.168792728280574	1.18815435733839e-05	9.50523485870714e-05
KMT2E	3956.66001326651	0.62516611377417	0.0736498933883663	1.08998451059655e-18	6.17838052067072e-17
KIAA1211	21.313966115348	0.624916794556871	0.245661101237823	0.000509832632579269	0.00280190070725188
TMPRSS13	35.928577477432	0.62470524451645	0.165095093337074	8.74465128993167e-06	7.15711793721695e-05
CCDC85C	8.0774388749161	0.624235666654558	0.293905464710644	0.0014990400484761	0.007220095514383
C21orf91	192.031918833984	0.623460354266042	0.151829311187661	2.34360897556561e-06	2.15662335783712e-05
UBE2S	175.706649413425	0.622945078710663	0.122046561600101	1.94784546013994e-08	2.61953386848624e-07
AC015802.4	37.6543220303272	0.622330659694027	0.129662839397712	9.41204379968553e-08	1.12108905263984e-06
GPR180	42.9243498592497	0.622277854545611	0.155144787992795	3.52673606931138e-06	3.12515595874897e-05
SESTD1	2743.85057881818	0.622170828197385	0.0870354054071161	4.82446581615822e-14	1.52485727547268e-12
AC110741.1	534.27999498788	0.621150466909059	0.136652010508049	3.26997641828126e-07	3.52766497101815e-06
ZC3H12B	33.8846482965307	0.621088809036	0.218795975824808	0.000224568869694472	0.00135109036924955
COL21A1	5.55184359945351	0.620353640071132	0.301306010549142	0.00177383164695935	0.00834057586102275
LINC01607	12.9195906118685	0.619051961249096	0.302143952293945	0.00182375676703346	0.00854797704748987
AQP4-AS1	12.7323487524924	0.618578333804375	0.280428878610839	0.00124665889761971	0.00616913263045289
FAM83D	12.0935299615761	0.618491318166133	0.291851417891236	0.00154212746531604	0.00740681949727893
KLHL3	16.3973695145323	0.618090295241853	0.201029031836549	0.000110443595726178	0.000715744071074594
NFKB1	19443.9363820394	0.617715696189231	0.116571118904657	7.00654547704585e-09	1.01454384050454e-07
TFEC	2857.15166233002	0.616962492526555	0.0973458495411351	1.36288081783763e-11	3.06108332672169e-10
CTDSPL	122.228489641564	0.616664037595694	0.123086730465281	3.31962147576027e-08	4.2690332178277e-07
CD83	19007.1006555087	0.616561101388159	0.101889661332652	8.50910859358578e-11	1.70314609359553e-09
IL10RB	74.7705393139667	0.616442151993791	0.127725764197188	8.51599373094878e-08	1.02530770630779e-06
MGLL	3810.67072353503	0.616127866775469	0.136444085406477	3.87089023184951e-07	4.12040545320929e-06
NR3C1	9424.90391739664	0.615616512060881	0.0847510507364038	2.1615968080968e-14	7.20859253215557e-13
MIA3	746.425912361401	0.615295486069554	0.101522940474535	8.09329787443884e-11	1.6246604591654e-09
HMGCS1	1107.90342425702	0.614703657852169	0.0725385737758298	1.33217801293055e-18	7.44861271577692e-17
HCN3	6.51444746748155	0.614648013667515	0.228926168003566	0.000357249412868439	0.00204051214153475
BATF3	149.622692167912	0.612519059469666	0.163170520752804	1.03940303618959e-05	8.40674405370953e-05
CLIC4	3641.06684586116	0.611861319801853	0.131590624008582	2.09018609614622e-07	2.33356859003281e-06
TRANK1	706.236976225263	0.611693502727843	0.153150655719742	3.98398359230346e-06	3.49720334450665e-05
HPCA	8.57202481311227	0.611665892292939	0.293756610339705	0.00172076628627906	0.00812721687712676
CDH3	6.30651496415568	0.611355169596692	0.287776706170632	0.00155551633227811	0.00746067693542061
PAIP2B	6.65361467259158	0.610958350989701	0.246709567156739	0.000638534468499794	0.00341614280391362
AC096733.2	156.370215294811	0.609900121157162	0.109303449750556	1.51163342096442e-09	2.46070959412689e-08
MAP3K4	660.785364242017	0.609581197782135	0.0943121920436603	6.28089841583801e-12	1.48889131110925e-10
SLC22A1	96.5176880896811	0.608740867429171	0.191409730724297	8.15444628496056e-05	0.000544582560075782
RIN2	17813.5490168232	0.607953626985236	0.129078337134194	1.59480182775249e-07	1.81296366894117e-06
HMOX2	294.011351952621	0.605993515078797	0.114957476893965	8.78223251703254e-09	1.24622907772732e-07
GNAI1	21.9419413057398	0.605204833043308	0.132259590591324	3.09647535506634e-07	3.36216764674644e-06
ZC3H12A	10673.5376794422	0.604811383765106	0.076508021331978	1.64344072132604e-16	7.19477367702227e-15
NT5E	120.066728767565	0.602785134477063	0.234894089177938	0.000515943382534235	0.00283019222581296
GRM5	3.38105404858215	0.602714300316458	0.282864601259893	0.00157268449118242	0.0075289800117658
STXBP5-AS1	189.241415545269	0.602481247133118	0.152233950543447	4.84865982870339e-06	4.19184977459668e-05
EPM2AIP1	1355.38691087467	0.602424607660866	0.0882108208180478	5.46406863753768e-13	1.50910974880504e-11
AIDA	177.680064902077	0.601383210733235	0.116041938397651	1.46607611575226e-08	2.00366335221059e-07
C5	155.558485973995	0.601152781749925	0.0951481651789674	1.7344711061021e-11	3.81694946301142e-10
PNPLA8	4772.05151570126	0.600983916165436	0.0869376077482658	3.07135234555726e-13	8.91341972668351e-12
ERRFI1	179.470913053896	0.600863662525742	0.172863688693596	3.07918746043918e-05	0.000224910760333676
JRKL	277.23453194247	0.600840345199903	0.0777176500812155	6.78359683102991e-16	2.71555035788466e-14
ATP2C1	2690.2205313638	0.60051372018748	0.0874624737349551	4.28942960501201e-13	1.20941090957933e-11
HEY1	178.163379513415	0.599775590217892	0.216011738763012	0.000290074296147376	0.0016989947957667
SLC2A6	3797.3905287101	0.598966261638823	0.0872622168684977	4.401105832846e-13	1.23711958492677e-11
RIMS2	9.42492101306587	0.598693800616785	0.165280473578074	1.82676972344845e-05	0.000140199976984988
NINJ1	12849.6951806678	0.598667537883077	0.0968523664281735	4.25554704994964e-11	8.89859106704916e-10
PPP2R5B	235.327624511825	0.598564383111601	0.10575497376176	1.02565711373504e-09	1.71996094313057e-08
ATP6V1E2	112.58227457711	0.597822618264437	0.106666070189867	1.42230874372614e-09	2.32449759419452e-08
DIP2C	6.73901664356013	0.597395049253629	0.274314137049675	0.00142590601744147	0.00692784940138739
SMIM3	889.261745463644	0.596535667056481	0.118144191802296	3.06808912521568e-08	3.97604004700581e-07
LINC01814	177.542186815474	0.596219849542491	0.133451080823505	5.42369003551715e-07	5.61357375104632e-06
REC8	160.136944170392	0.594054177090795	0.129639025812778	3.20826245387347e-07	3.47072598585176e-06
OPTN	712.920456439462	0.593783991205786	0.155609711292241	8.9377577594507e-06	7.30064722740999e-05
NSMAF	4073.49070067846	0.593445108500629	0.0966954601050792	5.84358911141074e-11	1.19520566159431e-09
AL359182.2	18.8557182372439	0.592872003508893	0.229681629930039	0.000512578546775813	0.00281473610313828
MYO1A	23.1263456831936	0.592110961184262	0.166850649131521	2.46744806500139e-05	0.000184083435045209
CATSPERD	6.81554354051989	0.591678123121668	0.252517320981149	0.000961523904912994	0.00489105460259327
SLC7A5	10108.5147940649	0.591616044549045	0.150912669368853	5.96764239972583e-06	5.08869498618975e-05
