NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GSE3982_EOSINOPHIL_VS_BCELL_DN	198	171		
GSE3982_EOSINOPHIL_VS_BCELL_UP	199	154		
GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	198	160		
GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	200	170		
GSE3982_EOSINOPHIL_VS_DC_DN	200	176		
GSE3982_EOSINOPHIL_VS_DC_UP	199	153		
GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	198	160		
GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	200	167		
GSE3982_EOSINOPHIL_VS_MAC_DN	199	166		
GSE3982_EOSINOPHIL_VS_MAC_UP	197	155		
GSE3982_EOSINOPHIL_VS_MAST_CELL_DN	198	159		
GSE3982_EOSINOPHIL_VS_MAST_CELL_UP	199	163		
GSE3982_EOSINOPHIL_VS_NEUTROPHIL_DN	196	157		
GSE3982_EOSINOPHIL_VS_NEUTROPHIL_UP	199	164		
GSE3982_EOSINOPHIL_VS_NKCELL_DN	198	157		
GSE3982_EOSINOPHIL_VS_NKCELL_UP	198	154		
GSE3982_EOSINOPHIL_VS_TH1_DN	200	166		
GSE3982_EOSINOPHIL_VS_TH1_UP	195	151		
GSE3982_EOSINOPHIL_VS_TH2_DN	198	170		
GSE3982_EOSINOPHIL_VS_TH2_UP	195	161		
GSE3982_MAC_VS_BASOPHIL_DN	198	150		
GSE3982_MAC_VS_BASOPHIL_UP	200	168		
GSE3982_MAC_VS_BCELL_DN	197	159		
GSE3982_MAC_VS_BCELL_UP	200	169		
GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_DN	198	143		
GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_UP	200	172		
GSE3982_MAC_VS_EFF_MEMORY_CD4_TCELL_DN	196	138		
GSE3982_MAC_VS_EFF_MEMORY_CD4_TCELL_UP	200	176		
GSE3982_MAC_VS_NEUTROPHIL_DN	195	148		
GSE3982_MAC_VS_NEUTROPHIL_LPS_STIM_DN	195	139		
GSE3982_MAC_VS_NEUTROPHIL_LPS_STIM_UP	200	174		
GSE3982_MAC_VS_NEUTROPHIL_UP	198	174		
GSE3982_MAC_VS_NKCELL_DN	198	150		
GSE3982_MAC_VS_NKCELL_UP	199	174		
GSE3982_MAC_VS_TH1_DN	199	163		
GSE3982_MAC_VS_TH1_UP	199	162		
GSE3982_MAC_VS_TH2_DN	200	161		
GSE3982_MAC_VS_TH2_UP	199	171		
GSE3982_MAST_CELL_VS_BASOPHIL_DN	199	168		
GSE3982_MAST_CELL_VS_BASOPHIL_UP	197	150		
GSE3982_MAST_CELL_VS_BCELL_DN	197	161		
GSE3982_MAST_CELL_VS_BCELL_UP	200	159		
GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_DN	198	149		
GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_UP	199	174		
GSE3982_MAST_CELL_VS_DC_DN	199	164		
GSE3982_MAST_CELL_VS_DC_UP	199	169		
GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_DN	195	134		
GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_UP	199	171		
GSE3982_MAST_CELL_VS_MAC_DN	195	167		
GSE3982_MAST_CELL_VS_MAC_UP	199	171		
GSE3982_MAST_CELL_VS_NEUTROPHIL_DN	197	157		
GSE3982_MAST_CELL_VS_NEUTROPHIL_UP	199	173		
GSE3982_MAST_CELL_VS_NKCELL_DN	199	148		
GSE3982_MAST_CELL_VS_NKCELL_UP	199	172		
GSE3982_MAST_CELL_VS_TH1_DN	198	170		
GSE3982_MAST_CELL_VS_TH1_UP	199	158		
GSE3982_MAST_CELL_VS_TH2_DN	200	170		
GSE3982_MAST_CELL_VS_TH2_UP	198	165		
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_DN	197	170		
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_UP	199	153		
GSE3982_MEMORY_CD4_TCELL_VS_TH1_DN	199	165		
GSE3982_MEMORY_CD4_TCELL_VS_TH1_UP	197	153		
GSE3982_MEMORY_CD4_TCELL_VS_TH2_DN	199	166		
GSE3982_MEMORY_CD4_TCELL_VS_TH2_UP	196	162		
GSE3982_NEUTROPHIL_VS_BASOPHIL_DN	200	172		
GSE3982_NEUTROPHIL_VS_BASOPHIL_UP	196	155		
GSE3982_NEUTROPHIL_VS_BCELL_DN	198	164		
GSE3982_NEUTROPHIL_VS_BCELL_UP	200	145		
GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	200	167		
GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	200	177		
GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	199	165		
GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	199	174		
GSE3982_NEUTROPHIL_VS_NKCELL_DN	199	152		
GSE3982_NEUTROPHIL_VS_NKCELL_UP	199	170		
GSE3982_NEUTROPHIL_VS_TH1_DN	199	166		
GSE3982_NEUTROPHIL_VS_TH1_UP	197	155		
GSE3982_NEUTROPHIL_VS_TH2_DN	198	163		
GSE3982_NEUTROPHIL_VS_TH2_UP	200	160		
GSE3982_NKCELL_VS_TH1_DN	200	173		
GSE3982_NKCELL_VS_TH1_UP	195	147		
GSE3982_NKCELL_VS_TH2_DN	200	169		
GSE3982_NKCELL_VS_TH2_UP	197	147		
GSE39864_WT_VS_GATA3_KO_TREG_DN	200	176		
GSE39864_WT_VS_GATA3_KO_TREG_UP	200	155		
GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN	200	166		
GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_UP	199	152		
GSE3994_WT_VS_PAC1_KO_ACTIVATED_MAST_CELL_DN	200	169		
GSE3994_WT_VS_PAC1_KO_ACTIVATED_MAST_CELL_UP	200	146		
GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_DN	200	183		
GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_UP	200	173		
GSE40068_CXCR5NEG_BCL6NEG_CD4_TCELL_VS_CXCR5POS_BCL6NEG_TFH_DN	200	171		
GSE40068_CXCR5NEG_BCL6NEG_CD4_TCELL_VS_CXCR5POS_BCL6NEG_TFH_UP	200	169		
GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_DN	200	169		
GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_UP	200	173		
GSE40184_HEALTHY_VS_HCV_INFECTED_DONOR_PBMC_DN	200	174		
GSE40184_HEALTHY_VS_HCV_INFECTED_DONOR_PBMC_UP	199	149		
GSE40225_WT_VS_RIP_B7X_DIABETIC_MOUSE_PANCREATIC_CD8_TCELL_DN	200	169		
GSE40225_WT_VS_RIP_B7X_DIABETIC_MOUSE_PANCREATIC_CD8_TCELL_UP	199	164		
GSE40273_EOS_KO_VS_WT_TREG_DN	200	178		
GSE40273_EOS_KO_VS_WT_TREG_UP	200	171		
GSE40273_GATA1_KO_VS_WT_TREG_DN	200	174		
GSE40273_GATA1_KO_VS_WT_TREG_UP	200	175		
GSE40273_XBP1_KO_VS_WT_TREG_DN	199	180		
GSE40273_XBP1_KO_VS_WT_TREG_UP	200	174		
GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	150	119		
GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	176	141		
GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	160	118		
GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	169	149		
GSE40274_CTRL_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	150	108		
GSE40274_CTRL_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	141	105		
GSE40274_CTRL_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	200	171		
GSE40274_CTRL_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	198	176		
GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	164	131		
GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	160	122		
GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	169	139		
GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	165	128		
GSE40274_CTRL_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	164	121		
GSE40274_CTRL_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	165	139		
GSE40274_CTRL_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	163	113		
GSE40274_CTRL_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	166	142		
GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	157	125		
GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	167	137		
GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	200	169		
GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	165		
GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	172	132		
GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	148	112		
GSE40274_CTRL_VS_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	179	145		
GSE40274_CTRL_VS_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	166	147		
GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	166	138		
GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	162	140		
GSE40274_CTRL_VS_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	170	144		
GSE40274_CTRL_VS_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	172	144		
GSE40274_CTRL_VS_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	172	139		
GSE40274_CTRL_VS_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	169	149		
GSE40274_CTRL_VS_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	165	136		
GSE40274_CTRL_VS_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	171	149		
GSE40274_EOS_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	121	74		
GSE40274_EOS_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	153	131		
GSE40274_FOXP3_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	200	164		
GSE40274_FOXP3_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	170		
GSE40274_FOXP3_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	199	167		
GSE40274_FOXP3_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	142		
GSE40274_FOXP3_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	143	110		
GSE40274_FOXP3_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	153	101		
GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	199	170		
GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	170		
GSE40274_FOXP3_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	200	158		
GSE40274_FOXP3_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	162		
GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	199	172		
GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	174		
GSE40274_FOXP3_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	180	155		
GSE40274_FOXP3_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	135	84		
GSE40274_FOXP3_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	158	134		
GSE40274_FOXP3_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	150	105		
GSE40274_GATA1_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	200	181		
GSE40274_GATA1_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	167		
GSE40274_HELIOS_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	199	162		
GSE40274_HELIOS_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	167		
GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	118	71		
GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	182	157		
GSE40274_LEF1_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	199	150		
GSE40274_LEF1_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	174		
GSE40274_SATB1_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	121	79		
GSE40274_SATB1_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	169	131		
GSE40274_XBP1_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	198	170		
GSE40274_XBP1_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	174		
GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_CTRL_CD4_TCELL_DN	199	176		
GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_CTRL_CD4_TCELL_UP	200	170		
GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_GATA1_AND_SATB1_TRANSDUCED_CD4_TCELL_DN	199	164		
GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_GATA1_AND_SATB1_TRANSDUCED_CD4_TCELL_UP	200	174		
GSE40277_GATA1_AND_SATB1_TRANSDUCED_VS_CTRL_CD4_TCELL_DN	199	169		
GSE40277_GATA1_AND_SATB1_TRANSDUCED_VS_CTRL_CD4_TCELL_UP	200	169		
GSE40441_NRP1_POS_INDUCED_TREG_VS_NRP1_NEG_NATURAL_TREG_DN	199	161		
GSE40441_NRP1_POS_INDUCED_TREG_VS_NRP1_NEG_NATURAL_TREG_UP	200	156		
GSE40443_INDUCED_VS_TOTAL_TREG_DN	200	172		
GSE40443_INDUCED_VS_TOTAL_TREG_UP	199	168		
GSE40493_BCL6_KO_VS_WT_TREG_DN	117	63		
GSE40493_BCL6_KO_VS_WT_TREG_UP	177	165		
GSE40655_FOXO1_KO_VS_WT_NTREG_DN	200	163		
GSE40655_FOXO1_KO_VS_WT_NTREG_UP	200	175		
GSE40666_NAIVE_VS_EFFECTOR_CD8_TCELL_DN	200	164		
GSE40666_NAIVE_VS_EFFECTOR_CD8_TCELL_UP	200	172		
GSE40666_NAIVE_VS_EFFECTOR_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	200	181		
GSE40666_NAIVE_VS_EFFECTOR_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	200	167		
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_DN	182	81		
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_UP	199	174		
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	184	98		
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	195	163		
GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_DN	199	178		
GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_UP	187	105		
GSE40666_UNTREATED_VS_IFNA_STIM_EFFECTOR_CD8_TCELL_90MIN_DN	199	167		
GSE40666_UNTREATED_VS_IFNA_STIM_EFFECTOR_CD8_TCELL_90MIN_UP	200	165		
GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_DN	198	170		
GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_UP	193	139		
GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN	199	170		
GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_UP	200	173		
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN	200	170		
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_UP	200	178		
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	200	168		
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	199	167		
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_DN	199	171		
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_UP	186	96		
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	200	174		
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	200	167		
GSE40685_NAIVE_CD4_TCELL_VS_FOXP3_KO_TREG_PRECURSOR_DN	195	150		
GSE40685_NAIVE_CD4_TCELL_VS_FOXP3_KO_TREG_PRECURSOR_UP	200	162		
GSE40685_NAIVE_CD4_TCELL_VS_TREG_DN	200	162		
GSE40685_NAIVE_CD4_TCELL_VS_TREG_UP	198	150		
GSE40685_TREG_VS_FOXP3_KO_TREG_PRECURSOR_DN	199	170		
GSE40685_TREG_VS_FOXP3_KO_TREG_PRECURSOR_UP	199	162		
GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_DN	200	181		
GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_UP	195	164		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_DN	199	168		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_UP	197	172		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_24H_DN	200	170		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_24H_UP	198	126		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_DN	197	166		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP	199	167		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_6H_DN	200	161		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_6H_UP	200	177		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_1H_DN	200	141		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_1H_UP	200	175		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_DN	199	163		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_UP	199	168		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	200	118		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_UP	198	133		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN	200	116		
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_UP	200	164		
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN	200	137		
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_UP	198	157		
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_24H_DN	200	158		
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_24H_UP	200	181		
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_3H_DN	200	171		
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_3H_UP	198	131		
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_DN	199	181		
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_UP	200	156		
GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_DN	199	127		
GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_UP	198	142		
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN	200	171		
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_UP	200	176		
GSE411_100MIN_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_DN	200	176		
GSE411_100MIN_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP	200	168		
GSE411_UNSTIM_VS_100MIN_IL6_STIM_MACROPHAGE_DN	200	176		
GSE411_UNSTIM_VS_100MIN_IL6_STIM_MACROPHAGE_UP	200	177		
GSE411_UNSTIM_VS_100MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_DN	200	179		
GSE411_UNSTIM_VS_100MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP	200	171		
GSE411_UNSTIM_VS_400MIN_IL6_STIM_MACROPHAGE_DN	200	167		
GSE411_UNSTIM_VS_400MIN_IL6_STIM_MACROPHAGE_UP	200	169		
GSE411_UNSTIM_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_DN	199	163		
GSE411_UNSTIM_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP	199	165		
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_DN	200	170		
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_DN	200	163		
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_UP	200	171		
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_400MIN_DN	200	176		
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_400MIN_UP	200	174		
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_UP	200	171		
GSE4142_GC_BCELL_VS_MEMORY_BCELL_DN	200	162		
GSE4142_GC_BCELL_VS_MEMORY_BCELL_UP	200	156		
GSE4142_NAIVE_BCELL_VS_PLASMA_CELL_DN	200	175		
GSE4142_NAIVE_BCELL_VS_PLASMA_CELL_UP	199	161		
GSE4142_NAIVE_VS_GC_BCELL_DN	197	152		
GSE4142_NAIVE_VS_GC_BCELL_UP	199	155		
GSE4142_NAIVE_VS_MEMORY_BCELL_DN	200	125		
GSE4142_NAIVE_VS_MEMORY_BCELL_UP	199	134		
GSE4142_PLASMA_CELL_VS_GC_BCELL_DN	200	167		
GSE4142_PLASMA_CELL_VS_GC_BCELL_UP	200	166		
GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_DN	200	150		
GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_UP	199	139		
GSE41867_DAY15_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN	200	181		
GSE41867_DAY15_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_UP	199	166		
GSE41867_DAY15_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN	190	136		
GSE41867_DAY15_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP	199	153		
GSE41867_DAY6_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN	200	176		
GSE41867_DAY6_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_UP	200	160		
GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN	200	184		
GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP	200	175		
GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	196	154		
GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	196	145		
GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN	190	100		
GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP	189	85		
GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	200	165		
GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	200	163		
GSE41867_DAY6_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN	200	176		
GSE41867_DAY6_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP	200	167		
GSE41867_DAY8_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN	200	178		
GSE41867_DAY8_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_UP	199	179		
GSE41867_DAY8_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN	200	177		
GSE41867_DAY8_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP	200	179		
GSE41867_DAY8_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	183	91		
GSE41867_DAY8_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	191	108		
GSE41867_DAY8_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN	200	169		
GSE41867_DAY8_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP	200	180		
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY15_EFFECTOR_CD8_TCELL_DN	186	103		
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY15_EFFECTOR_CD8_TCELL_UP	200	158		
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_DN	200	176		
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_UP	200	174		
