NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE43955_1H_VS_20H_ACT_CD4_TCELL_UP	GSE43955_1H_VS_20H_ACT_CD4_TCELL_UP		176	-0.1954692	-0.94313353	0.523166	0.66383004	1.0	2777	tags=26%, list=20%, signal=31%	
GSE22611_UNSTIM_VS_2H_MDP_STIM_NOD2_TRANSDUCED_HEK293T_CELL_DN	GSE22611_UNSTIM_VS_2H_MDP_STIM_NOD2_TRANSDUCED_HEK293T_CELL_DN		154	-0.19272722	-0.94172853	0.5925156	0.6664583	1.0	2773	tags=26%, list=20%, signal=32%	
GSE9239_CTRL_VS_TNF_INHIBITOR_TREATED_DC_UP	GSE9239_CTRL_VS_TNF_INHIBITOR_TREATED_DC_UP		156	-0.19414379	-0.9414725	0.56112224	0.66660535	1.0	3396	tags=33%, list=24%, signal=42%	
GSE27786_BCELL_VS_CD4_TCELL_UP	GSE27786_BCELL_VS_CD4_TCELL_UP		165	-0.18744971	-0.94084924	0.5866142	0.6675239	1.0	3404	tags=31%, list=24%, signal=40%	
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_DN	GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_DN		168	-0.22190297	-0.94082314	0.5102459	0.66719913	1.0	3068	tags=33%, list=22%, signal=41%	
GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_UP	GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_UP		150	-0.20156543	-0.94001055	0.546371	0.6685151	1.0	2159	tags=21%, list=15%, signal=25%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN		144	-0.24329121	-0.9395928	0.51111114	0.6690556	1.0	2159	tags=26%, list=15%, signal=30%	
GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_UP	GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_UP		167	-0.19488938	-0.93955195	0.5543478	0.6687672	1.0	2839	tags=24%, list=20%, signal=30%	
GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_UP	GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_UP		128	-0.25366718	-0.9395491	0.5661253	0.66840225	1.0	2067	tags=25%, list=15%, signal=29%	
GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_DN	GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_DN		116	-0.22490205	-0.9394132	0.5526882	0.66829956	1.0	3547	tags=36%, list=25%, signal=48%	
GSE37301_LYMPHOID_PRIMED_MPP_VS_PRO_BCELL_UP	GSE37301_LYMPHOID_PRIMED_MPP_VS_PRO_BCELL_UP		162	-0.18589987	-0.9393904	0.556	0.6679774	1.0	3110	tags=28%, list=22%, signal=36%	
GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_DN	GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_DN		172	-0.23982023	-0.9388781	0.509434	0.6686748	1.0	2346	tags=26%, list=17%, signal=31%	
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN	GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN		175	-0.22933036	-0.9386904	0.53535354	0.66869456	1.0	3160	tags=37%, list=22%, signal=47%	
GSE411_UNSTIM_VS_100MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP	GSE411_UNSTIM_VS_100MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP		171	-0.19701979	-0.938683	0.590535	0.66834295	1.0	1396	tags=15%, list=10%, signal=17%	
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_UP	GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_UP		164	-0.2088062	-0.9384473	0.5200803	0.6684561	1.0	3430	tags=31%, list=24%, signal=41%	
GSE360_DC_VS_MAC_L_DONOVANI_UP	GSE360_DC_VS_MAC_L_DONOVANI_UP		168	-0.212505	-0.9381651	0.56607497	0.6686812	1.0	2883	tags=32%, list=20%, signal=39%	
GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_UP	GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_UP		148	-0.2136066	-0.93737227	0.5714286	0.6699434	1.0	3596	tags=34%, list=25%, signal=46%	
GSE27786_NKTCELL_VS_MONO_MAC_UP	GSE27786_NKTCELL_VS_MONO_MAC_UP		172	-0.18716165	-0.9373547	0.5553279	0.669616	1.0	3057	tags=28%, list=22%, signal=35%	
GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_TREG_UP	GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_TREG_UP		170	-0.19846044	-0.93727684	0.54865426	0.6694061	1.0	1019	tags=13%, list=7%, signal=14%	
GSE17721_0.5H_VS_24H_POLYIC_BMDC_UP	GSE17721_0.5H_VS_24H_POLYIC_BMDC_UP		157	-0.19078983	-0.93635404	0.55053765	0.6709588	1.0	2447	tags=24%, list=17%, signal=28%	
GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_DN	GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_DN		136	-0.20102936	-0.9363034	0.5816733	0.6706991	1.0	2579	tags=24%, list=18%, signal=28%	
GSE11924_TFH_VS_TH2_CD4_TCELL_DN	GSE11924_TFH_VS_TH2_CD4_TCELL_DN		154	-0.21042807	-0.93535984	0.53638256	0.6722801	1.0	2935	tags=28%, list=21%, signal=35%	
GSE3982_MEMORY_CD4_TCELL_VS_TH1_UP	GSE3982_MEMORY_CD4_TCELL_VS_TH1_UP		153	-0.20440452	-0.9353127	0.5463917	0.6720024	1.0	2151	tags=20%, list=15%, signal=23%	
GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN	GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN		154	-0.21331951	-0.93526465	0.55991286	0.67173797	1.0	3624	tags=31%, list=26%, signal=41%	
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP	GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP		123	-0.20078062	-0.93487823	0.57734203	0.6722128	1.0	2532	tags=25%, list=18%, signal=30%	
GSE32164_ALTERNATIVELY_ACT_M2_VS_CMYC_INHIBITED_MACROPHAGE_UP	GSE32164_ALTERNATIVELY_ACT_M2_VS_CMYC_INHIBITED_MACROPHAGE_UP		167	-0.21770217	-0.9348633	0.57654077	0.6718732	1.0	3128	tags=29%, list=22%, signal=37%	
GSE5679_RARA_AGONIST_AM580_VS_AM580_AND_ROSIGLITAZONE_TREATED_DC_DN	GSE5679_RARA_AGONIST_AM580_VS_AM580_AND_ROSIGLITAZONE_TREATED_DC_DN		169	-0.19231755	-0.9347103	0.59023356	0.6718588	1.0	2143	tags=18%, list=15%, signal=21%	
GSE7568_IL4_TGFB_DEXAMETHASONE_VS_IL4_TGFB_TREATED_MACROPHAGE_UP	GSE7568_IL4_TGFB_DEXAMETHASONE_VS_IL4_TGFB_TREATED_MACROPHAGE_UP		144	-0.24133646	-0.9346642	0.5283019	0.6715896	1.0	2808	tags=32%, list=20%, signal=39%	
GSE32901_NAIVE_VS_TH1_CD4_TCELL_DN	GSE32901_NAIVE_VS_TH1_CD4_TCELL_DN		146	-0.19452736	-0.9344052	0.5656109	0.6717488	1.0	2728	tags=25%, list=19%, signal=31%	
GSE36095_WT_VS_HDAC9_KO_TREG_UP	GSE36095_WT_VS_HDAC9_KO_TREG_UP		153	-0.1833681	-0.93383443	0.59915614	0.67252123	1.0	2607	tags=25%, list=18%, signal=30%	
GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_2H_DN	GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_2H_DN		165	-0.20900509	-0.93341327	0.54767185	0.6730191	1.0	2748	tags=23%, list=19%, signal=28%	
GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_UP	GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_UP		124	-0.23982719	-0.933383	0.6152074	0.6727127	1.0	2132	tags=21%, list=15%, signal=24%	
GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP		121	-0.24219736	-0.93328255	0.53333336	0.6725536	1.0	1818	tags=22%, list=13%, signal=25%	
GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_DN	GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_DN		138	-0.18290827	-0.9328834	0.5886076	0.6730076	1.0	2174	tags=20%, list=15%, signal=23%	
GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_12H_DN	GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_12H_DN		170	-0.19032231	-0.9327377	0.57949793	0.6729103	1.0	2927	tags=26%, list=21%, signal=33%	
GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_MINERALCORTICOID_REC_KO_DN	GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_MINERALCORTICOID_REC_KO_DN		170	-0.21971002	-0.9322443	0.5371094	0.67356205	1.0	2637	tags=24%, list=19%, signal=29%	
GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_DN	GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_DN		136	-0.24088058	-0.93156713	0.497006	0.6746566	1.0	1978	tags=23%, list=14%, signal=26%	
GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_DN	GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_DN		163	-0.19101772	-0.9311989	0.5865801	0.6750603	1.0	3448	tags=31%, list=24%, signal=40%	
GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_DN	GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_DN		114	-0.23603301	-0.9302599	0.56567794	0.67667454	1.0	2016	tags=20%, list=14%, signal=23%	
GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP		152	-0.22611386	-0.9302278	0.5409836	0.67637664	1.0	1832	tags=19%, list=13%, signal=22%	
GSE14308_TH2_VS_TH17_DN	GSE14308_TH2_VS_TH17_DN		172	-0.18151079	-0.93016136	0.5841996	0.6761506	1.0	1754	tags=16%, list=12%, signal=18%	
GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN	GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN		185	-0.29417974	-0.92932355	0.51744187	0.6775379	1.0	3179	tags=35%, list=22%, signal=45%	
GSE21379_TFH_VS_NON_TFH_SAP_KO_CD4_TCELL_UP	GSE21379_TFH_VS_NON_TFH_SAP_KO_CD4_TCELL_UP		160	-0.17740512	-0.9290713	0.6084071	0.67772007	1.0	2679	tags=24%, list=19%, signal=29%	
GSE2585_CTEC_VS_MTEC_THYMUS_DN	GSE2585_CTEC_VS_MTEC_THYMUS_DN		150	-0.1878942	-0.9288679	0.625	0.67777216	1.0	1964	tags=19%, list=14%, signal=21%	
GSE10463_CD40L_AND_VA347_VS_CD40L_IN_DC_DN	GSE10463_CD40L_AND_VA347_VS_CD40L_IN_DC_DN		100	-0.22201794	-0.92845654	0.57983196	0.6782744	1.0	3141	tags=31%, list=22%, signal=40%	
GSE37534_PIOGLITAZONE_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP	GSE37534_PIOGLITAZONE_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP		155	-0.19555339	-0.9282723	0.56224066	0.67826414	1.0	3684	tags=36%, list=26%, signal=48%	
GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_DN	GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_DN		162	-0.19333786	-0.9275858	0.5805169	0.6792898	1.0	2998	tags=27%, list=21%, signal=33%	
GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_UP	GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_UP		166	-0.18060656	-0.92741257	0.56210524	0.67927694	1.0	3087	tags=28%, list=22%, signal=36%	
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP	GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP		171	-0.21285453	-0.92705804	0.53688526	0.6796238	1.0	2921	tags=23%, list=21%, signal=28%	
GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		165	-0.21557887	-0.92688227	0.54564315	0.67963046	1.0	3988	tags=36%, list=28%, signal=50%	
GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_DN	GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_DN		170	-0.2037333	-0.926876	0.5353319	0.67927516	1.0	3134	tags=28%, list=22%, signal=36%	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN	GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN		171	-0.21731733	-0.92669797	0.55643564	0.67926383	1.0	1792	tags=18%, list=13%, signal=20%	
GSE17721_LPS_VS_CPG_0.5H_BMDC_UP	GSE17721_LPS_VS_CPG_0.5H_BMDC_UP		154	-0.18406384	-0.9257845	0.61473686	0.6807785	1.0	2743	tags=25%, list=19%, signal=30%	
GSE4590_SMALL_VS_LARGE_PRE_BCELL_UP	GSE4590_SMALL_VS_LARGE_PRE_BCELL_UP		141	-0.1884408	-0.92567354	0.59591836	0.6806157	1.0	2709	tags=23%, list=19%, signal=28%	
GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP	GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP		167	-0.18105479	-0.9255185	0.627957	0.68056726	1.0	2414	tags=21%, list=17%, signal=25%	
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_CD4_TCELL_UP	GSE37301_HEMATOPOIETIC_STEM_CELL_VS_CD4_TCELL_UP		146	-0.21569654	-0.9246116	0.53593427	0.6820312	1.0	3004	tags=26%, list=21%, signal=33%	
GSE3982_DC_VS_TH2_UP	GSE3982_DC_VS_TH2_UP		167	-0.20493932	-0.92460054	0.5944334	0.68168175	1.0	2931	tags=31%, list=21%, signal=39%	
GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_DN		179	-0.20908035	-0.9242984	0.6193182	0.6819314	1.0	1935	tags=21%, list=14%, signal=24%	
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP	GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP		172	-0.18191455	-0.924251	0.60587	0.6816574	1.0	1445	tags=13%, list=10%, signal=15%	
GSE27786_NKCELL_VS_ERYTHROBLAST_UP	GSE27786_NKCELL_VS_ERYTHROBLAST_UP		177	-0.19988653	-0.92350465	0.58641976	0.6828585	1.0	2612	tags=23%, list=18%, signal=28%	
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_DN	GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_DN		171	-0.20372212	-0.92082196	0.5743381	0.6880033	1.0	2735	tags=25%, list=19%, signal=31%	
GSE3920_UNTREATED_VS_IFNB_TREATED_ENDOTHELIAL_CELL_UP	GSE3920_UNTREATED_VS_IFNB_TREATED_ENDOTHELIAL_CELL_UP		167	-0.1845432	-0.9203927	0.5967078	0.68849987	1.0	2459	tags=22%, list=17%, signal=26%	
GSE25123_CTRL_VS_ROSIGLITAZONE_STIM_MACROPHAGE_DN	GSE25123_CTRL_VS_ROSIGLITAZONE_STIM_MACROPHAGE_DN		155	-0.21325375	-0.92013395	0.57700205	0.6887017	1.0	1961	tags=21%, list=14%, signal=24%	
GSE6269_STAPH_AUREUS_VS_STREP_PNEUMO_INF_PBMC_UP	GSE6269_STAPH_AUREUS_VS_STREP_PNEUMO_INF_PBMC_UP		142	-0.18992594	-0.91976994	0.6371134	0.68907356	1.0	3085	tags=30%, list=22%, signal=38%	
GSE9960_HEALTHY_VS_GRAM_POS_SEPSIS_PBMC_DN	GSE9960_HEALTHY_VS_GRAM_POS_SEPSIS_PBMC_DN		162	-0.27026477	-0.91972256	0.50612247	0.6887908	1.0	2553	tags=31%, list=18%, signal=37%	
GSE12001_MIR223_KO_VS_WT_NEUTROPHIL_DN	GSE12001_MIR223_KO_VS_WT_NEUTROPHIL_DN		176	-0.19983357	-0.91924995	0.5635246	0.6893873	1.0	2016	tags=21%, list=14%, signal=24%	
GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_DN	GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_DN		181	-0.24893522	-0.91919285	0.49900597	0.6891351	1.0	2277	tags=27%, list=16%, signal=31%	
GSE3982_MAST_CELL_VS_NKCELL_DN	GSE3982_MAST_CELL_VS_NKCELL_DN		148	-0.21603929	-0.9185908	0.6096491	0.68998975	1.0	2205	tags=21%, list=16%, signal=25%	
GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP	GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP		140	-0.19195242	-0.91859025	0.6125	0.6896176	1.0	1070	tags=13%, list=8%, signal=14%	
GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_DN	GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_DN		160	-0.22403744	-0.9185114	0.5274949	0.6894167	1.0	2059	tags=19%, list=14%, signal=22%	
GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD4_TCELL_DN	GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD4_TCELL_DN		141	-0.18469217	-0.91849923	0.60160965	0.6890721	1.0	3571	tags=30%, list=25%, signal=39%	
GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_DN	GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_DN		158	-0.20353459	-0.9183458	0.5462185	0.68900985	1.0	2307	tags=23%, list=16%, signal=27%	
GSE45365_NK_CELL_VS_CD8A_DC_MCMV_INFECTION_DN	GSE45365_NK_CELL_VS_CD8A_DC_MCMV_INFECTION_DN		135	-0.20703353	-0.91797525	0.6145833	0.6893895	1.0	1982	tags=21%, list=14%, signal=24%	
GSE21670_UNTREATED_VS_IL6_TREATED_CD4_TCELL_UP	GSE21670_UNTREATED_VS_IL6_TREATED_CD4_TCELL_UP		157	-0.20428248	-0.9172265	0.541502	0.6905194	1.0	2974	tags=29%, list=21%, signal=37%	
GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDC_DN	GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDC_DN		172	-0.21214269	-0.91714424	0.563745	0.6903235	1.0	1978	tags=22%, list=14%, signal=25%	
GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_UP	GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_UP		179	-0.20117694	-0.9170638	0.6103647	0.69010764	1.0	2735	tags=27%, list=19%, signal=33%	
GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN	GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN		175	-0.19337131	-0.91608286	0.62240666	0.69173414	1.0	1962	tags=18%, list=14%, signal=20%	
GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_DN	GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_DN		145	-0.19263282	-0.9158281	0.61076605	0.6918604	1.0	1742	tags=17%, list=12%, signal=19%	
GSE3982_NKCELL_VS_TH2_UP	GSE3982_NKCELL_VS_TH2_UP		147	-0.19547766	-0.91570425	0.62660944	0.6917522	1.0	1349	tags=14%, list=9%, signal=15%	
GSE37301_LYMPHOID_PRIMED_MPP_VS_PRO_BCELL_DN	GSE37301_LYMPHOID_PRIMED_MPP_VS_PRO_BCELL_DN		133	-0.19416092	-0.9155922	0.6	0.69160163	1.0	2853	tags=27%, list=20%, signal=34%	
GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_UP	GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_UP		161	-0.21984242	-0.9153642	0.5387674	0.6916659	1.0	2827	tags=30%, list=20%, signal=37%	
GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_DN	GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_DN		171	-0.18028995	-0.9152635	0.61935484	0.691499	1.0	2373	tags=21%, list=17%, signal=25%	
GSE7768_OVA_ALONE_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN	GSE7768_OVA_ALONE_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN		143	-0.26608518	-0.9141342	0.5239044	0.69350964	1.0	1979	tags=27%, list=14%, signal=31%	
GSE7768_OVA_ALONE_VS_OVA_WITH_LPS_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_UP	GSE7768_OVA_ALONE_VS_OVA_WITH_LPS_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_UP		151	-0.20274064	-0.91387594	0.57588357	0.6936647	1.0	3778	tags=37%, list=27%, signal=50%	
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP	GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP		159	-0.20610017	-0.9136826	0.5759494	0.6937029	1.0	4159	tags=36%, list=29%, signal=50%	
GSE17721_LPS_VS_CPG_8H_BMDC_DN	GSE17721_LPS_VS_CPG_8H_BMDC_DN		163	-0.20912941	-0.9132108	0.5815324	0.6943075	1.0	2319	tags=20%, list=16%, signal=24%	
GSE28737_WT_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP	GSE28737_WT_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP		127	-0.2191105	-0.9128511	0.5717439	0.6946814	1.0	2231	tags=20%, list=16%, signal=24%	
GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP	GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP		180	-0.23589869	-0.9122816	0.5324165	0.695449	1.0	2600	tags=30%, list=18%, signal=36%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP	GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP		124	-0.1895861	-0.9120412	0.6336842	0.6955705	1.0	2530	tags=23%, list=18%, signal=28%	
GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN		146	-0.19065815	-0.9107837	0.58691204	0.6977723	1.0	2467	tags=23%, list=17%, signal=28%	
GSE360_CTRL_VS_M_TUBERCULOSIS_DC_UP	GSE360_CTRL_VS_M_TUBERCULOSIS_DC_UP		175	-0.22859813	-0.91071	0.52277225	0.69755286	1.0	3590	tags=38%, list=25%, signal=50%	
GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP	GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP		147	-0.19204147	-0.9103842	0.56578946	0.6978333	1.0	2607	tags=24%, list=18%, signal=29%	
GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_24H_INCUBATION_DN	GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_24H_INCUBATION_DN		157	-0.18464811	-0.9102949	0.61087865	0.69764036	1.0	1347	tags=14%, list=9%, signal=15%	
GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_UP	GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_UP		142	-0.1868434	-0.9101012	0.6659483	0.6976739	1.0	2904	tags=29%, list=20%, signal=36%	
GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_DN	GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_DN		174	-0.21989675	-0.9098544	0.5653924	0.6978064	1.0	2897	tags=29%, list=20%, signal=36%	
GSE31622_WT_VS_KLF3_KO_BCELL_DN	GSE31622_WT_VS_KLF3_KO_BCELL_DN		156	-0.20099266	-0.9093975	0.5893224	0.6983659	1.0	2112	tags=19%, list=15%, signal=22%	
GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_IL1R_KO_MOUSE_LUNG_DC_UP	GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_IL1R_KO_MOUSE_LUNG_DC_UP		132	-0.19377221	-0.90869576	0.6652174	0.6994068	1.0	1548	tags=15%, list=11%, signal=17%	
GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_UP	GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_UP		167	-0.19943795	-0.9079326	0.5866935	0.7005575	1.0	2678	tags=25%, list=19%, signal=30%	
GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN	GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN		153	-0.19187237	-0.90778625	0.61349696	0.700467	1.0	2919	tags=25%, list=21%, signal=32%	
GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_UP	GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_UP		152	-0.22926094	-0.90769005	0.6053215	0.7002874	1.0	3251	tags=27%, list=23%, signal=35%	
GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_6H_DN	GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_6H_DN		159	-0.18094695	-0.90739846	0.6616702	0.70049983	1.0	2960	tags=24%, list=21%, signal=30%	
GSE31622_WT_VS_KLF3_KO_BCELL_UP	GSE31622_WT_VS_KLF3_KO_BCELL_UP		149	-0.24251464	-0.9073729	0.6785714	0.7001793	1.0	1630	tags=20%, list=11%, signal=23%	
GSE21379_WT_VS_SAP_KO_CD4_TCELL_UP	GSE21379_WT_VS_SAP_KO_CD4_TCELL_UP		154	-0.17575006	-0.9071386	0.65938866	0.7003174	1.0	2594	tags=22%, list=18%, signal=27%	
GSE25087_FETAL_VS_ADULT_TCONV_DN	GSE25087_FETAL_VS_ADULT_TCONV_DN		144	-0.18077223	-0.9066369	0.6632653	0.700952	1.0	2223	tags=19%, list=16%, signal=23%	
GSE14308_TH2_VS_INDUCED_TREG_DN	GSE14308_TH2_VS_INDUCED_TREG_DN		165	-0.18076524	-0.9063439	0.6298568	0.70119053	1.0	2724	tags=24%, list=19%, signal=29%	
